사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2020090400100205,2020년 9월 4일 11시,금요일,경상남도 밀양시 무안면,중상사고,0,2,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,55세,상해없음,승용,남,62세,경상
2020090400100424,2020년 9월 4일 17시,금요일,경상남도 밀양시 상남면,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,38세,상해없음,농기계,남,72세,중상
2020090400100517,2020년 9월 4일 19시,금요일,경상남도 밀양시 내일동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,44세,상해없음,보행자,여,42세,경상
2020090400100542,2020년 9월 4일 20시,금요일,경상남도 밀양시 가곡동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,흐림,교차로 - 교차로안,화물,남,63세,상해없음,원동기,남,63세,중상
2020090500100100,2020년 9월 5일 09시,토요일,경상남도 밀양시 산내면,중상사고,0,1,0,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,화물,남,53세,상해없음,원동기,남,75세,중상
2020090600100225,2020년 9월 6일 16시,일요일,경상남도 밀양시 삼문동,중상사고,0,1,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,55세,경상,이륜,남,24세,중상
2020090700100157,2020년 9월 7일 10시,월요일,경상남도 밀양시 삼문동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,젖음/습기,비,교차로 - 교차로부근,승합,남,39세,상해없음,이륜,남,82세,중상
2020090700100318,2020년 9월 7일 15시,월요일,경상남도 밀양시 상남면,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,53세,경상,승용,남,59세,상해없음
2020090800100349,2020년 9월 8일 15시,화요일,경상남도 밀양시 용평동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,71세,상해없음,화물,여,65세,중상
2020090900100447,2020년 9월 9일 19시,수요일,경상남도 밀양시 교동,중상사고,0,1,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,56세,경상,승용,남,25세,경상
2020091100100211,2020년 9월 11일 12시,금요일,경상남도 밀양시 삼랑진읍,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,남,77세,상해없음,자전거,남,66세,경상
2020091100100332,2020년 9월 11일 16시,금요일,경상남도 밀양시 내이동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,주차장 - 주차장,승용,여,40세,상해없음,승용,여,40세,경상
2020091200100118,2020년 9월 12일 08시,토요일,경상남도 밀양시 산외면,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,60세,중상,승용,남,41세,기타불명
2020091200100286,2020년 9월 12일 13시,토요일,경상남도 밀양시 상남면,경상사고,0,0,1,1,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,48세,부상신고,승용,여,65세,경상
2020091200100407,2020년 9월 12일 16시,토요일,경상남도 밀양시 내이동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31세,상해없음,승용,남,69세,경상
2020091300100281,2020년 9월 13일 15시,일요일,경상남도 밀양시 무안면,경상사고,0,0,1,0,차대차 - 정면충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,남,65세,상해없음,승용,여,50세,경상
2020091400100127,2020년 9월 14일 08시,월요일,경상남도 밀양시 상동면,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,32세,상해없음,화물,남,66세,경상
2020091500100231,2020년 9월 15일 12시,화요일,경상남도 밀양시 하남읍,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,76세,상해없음,승용,여,45세,경상
2020091600100534,2020년 9월 16일 21시,수요일,경상남도 밀양시 삼문동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,38세,상해없음,보행자,남,69세,경상
2020091700100168,2020년 9월 17일 10시,목요일,경상남도 밀양시 내이동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,화물,남,67세,상해없음,승용,여,67세,경상
2020091800100030,2020년 9월 18일 02시,금요일,경상남도 밀양시 용평동,중상사고,0,1,0,0,차량단독 - 공작물충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,49세,중상,,,,
2020091800100290,2020년 9월 18일 13시,금요일,경상남도 밀양시 내이동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,50세,상해없음,화물,남,72세,경상
2020091800100543,2020년 9월 18일 18시,금요일,경상남도 밀양시 삼문동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,흐림,단일로 - 기타,승용,여,53세,상해없음,보행자,남,45세,중상
2020091900100106,2020년 9월 19일 07시,토요일,경상남도 밀양시 무안면,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,건설기계,남,45세,상해없음,승용,남,73세,경상
2020091900100487,2020년 9월 19일 16시,토요일,경상남도 밀양시 하남읍,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,54세,상해없음,보행자,여,47세,경상
2020092000100387,2020년 9월 20일 17시,일요일,경상남도 밀양시 내이동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,51세,상해없음,승용,남,47세,경상
2020092100100164,2020년 9월 21일 09시,월요일,경상남도 밀양시 삼문동,경상사고,0,0,1,1,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,47세,부상신고,승용,남,61세,경상
2020092100100283,2020년 9월 21일 12시,월요일,경상남도 밀양시 무안면,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,67세,상해없음,보행자,여,54세,경상
2020092100100717,2020년 9월 21일 23시,월요일,경상남도 밀양시 부북면,중상사고,0,2,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,56세,상해없음,보행자,남,71세,중상
2020092200100087,2020년 9월 22일 07시,화요일,경상남도 밀양시 상남면,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,건설기계,남,66세,상해없음,승용,남,43세,경상
2020092300100361,2020년 9월 23일 15시,수요일,경상남도 밀양시 내이동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,53세,상해없음,승용,남,66세,경상
2020092400100199,2020년 9월 24일 10시,목요일,경상남도 밀양시 상남면,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,53세,상해없음,승용,남,39세,경상
2020092400100265,2020년 9월 24일 12시,목요일,경상남도 밀양시 상남면,사망사고,1,0,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,59세,상해없음,보행자,여,60세,사망
2020092500100346,2020년 9월 25일 14시,금요일,경상남도 밀양시 삼랑진읍,경상사고,0,0,1,0,차량단독 - 공작물충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,73세,경상,,,,
2020092600100555,2020년 9월 26일 18시,토요일,경상남도 밀양시 교동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,남,68세,상해없음,보행자,여,63세,중상
2020092700100125,2020년 9월 27일 09시,일요일,경상남도 밀양시 무안면,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,63세,상해없음,승용,남,55세,상해없음
2020092700100145,2020년 9월 27일 10시,일요일,경상남도 밀양시 내이동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,63세,상해없음,이륜,남,75세,상해없음
2020092700100243,2020년 9월 27일 13시,일요일,경상남도 밀양시 가곡동,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,71세,경상,,,,
2020092800100576,2020년 9월 28일 17시,월요일,경상남도 밀양시 산외면,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,68세,상해없음,승용,여,55세,경상
2020092800100577,2020년 9월 28일 17시,월요일,경상남도 밀양시 삼문동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,38세,상해없음,이륜,남,19세,경상
2020092800100770,2020년 9월 28일 21시,월요일,경상남도 밀양시 상남면,경상사고,0,0,1,1,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,52세,상해없음,승용,남,59세,경상
2020092800100771,2020년 9월 28일 21시,월요일,경상남도 밀양시 삼문동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,52세,상해없음,승용,여,44세,경상
2020092800100772,2020년 9월 28일 21시,월요일,경상남도 밀양시 삼문동,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,건조,흐림,교차로 - 교차로안,승용,남,42세,상해없음,승용,남,71세,경상
2020092900100118,2020년 9월 29일 08시,화요일,경상남도 밀양시 삼랑진읍,중상사고,0,1,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,59세,경상,화물,남,71세,중상
2020092900100279,2020년 9월 29일 12시,화요일,경상남도 밀양시 가곡동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,55세,상해없음,승용,여,60세,경상
2020092900100331,2020년 9월 29일 13시,화요일,경상남도 밀양시 삼문동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,62세,경상,화물,남,49세,상해없음
2020100100100108,2020년 10월 1일 12시,목요일,경상남도 밀양시 하남읍,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,40세,상해없음,보행자,남,57세,중상
2020100100100144,2020년 10월 1일 13시,목요일,경상남도 밀양시 단장면,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,59세,상해없음,보행자,여,70세,중상
2020100200100100,2020년 10월 2일 11시,금요일,경상남도 밀양시 삼랑진읍,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,54세,상해없음,보행자,여,7세,경상
2020100300100075,2020년 10월 3일 08시,토요일,경상남도 밀양시 산내면,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,젖음/습기,흐림,교차로 - 교차로안,원동기,남,59세,부상신고,승용,여,57세,상해없음
2020100300100122,2020년 10월 3일 11시,토요일,경상남도 밀양시 내이동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,24세,상해없음,승용,남,50세,경상
2020100300100323,2020년 10월 3일 18시,토요일,경상남도 밀양시 산외면,사망사고,1,0,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,63세,상해없음,승용,남,50세,상해없음
2020100400100258,2020년 10월 4일 16시,일요일,경상남도 밀양시 무안면,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,68세,상해없음,보행자,남,66세,중상
2020100500100356,2020년 10월 5일 14시,월요일,경상남도 밀양시 삼문동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,63세,상해없음,원동기,여,52세,경상
2020100500100442,2020년 10월 5일 16시,월요일,경상남도 밀양시 하남읍,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,71세,상해없음,승용,여,45세,경상
2020100500100489,2020년 10월 5일 17시,월요일,경상남도 밀양시 초동면,중상사고,0,1,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,73세,상해없음,승용,남,69세,경상
2020100600100256,2020년 10월 6일 12시,화요일,경상남도 밀양시 삼문동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,58세,상해없음,승용,여,62세,상해없음
2020100600100336,2020년 10월 6일 14시,화요일,경상남도 밀양시 삼문동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31세,상해없음,승합,남,63세,경상
2020100700100304,2020년 10월 7일 14시,수요일,경상남도 밀양시 내이동,경상사고,0,0,2,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,원동기,남,18세,경상,보행자,여,69세,경상
2020100900100269,2020년 10월 9일 13시,금요일,경상남도 밀양시 하남읍,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,자전거,여,48세,부상신고,승용,남,52세,상해없음
2020101000100270,2020년 10월 10일 13시,토요일,경상남도 밀양시 상동면,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,73세,상해없음,보행자,남,68세,경상
2020101000100473,2020년 10월 10일 18시,토요일,경상남도 밀양시 단장면,사망사고,1,0,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,화물,남,44세,상해없음,보행자,여,75세,사망
